Location,Date,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Fully_Vacced_Percent
RI,04-24-2021,844870,0,838340,315750,33.8
AL,04-24-2021,2461510,0,2451017,1042906,21.5
MD,04-24-2021,4456286,0,4412151,1436829,31.1
NH,04-24-2021,1123788,0,1114608,448793,29.4
AR,04-24-2021,1707412,0,1692707,669351,23.6
BP2,04-24-2021,141939,0,141938,5504,0.0
WI,04-24-2021,4394643,0,4350488,1698670,32.4
VI,04-24-2021,59447,0,58865,19815,23.5
IN,04-24-2021,3914185,0,3889673,1613280,24.7
NC,04-24-2021,6650611,0,6582630,2510877,27.0
RP,04-24-2021,18388,0,18388,2828,44.7
MN,04-24-2021,4038574,0,4003033,1460514,31.2
WY,04-24-2021,340893,0,338872,135313,26.0
MA,04-24-2021,5672164,0,5617345,1880250,32.7
CA,04-24-2021,28302062,0,27963505,8794921,27.8
LTC,04-24-2021,7789075,0,0,0,0.0
GU,04-24-2021,122238,0,119710,25030,29.8
VA,04-24-2021,6196880,0,6129647,2016817,29.8
ID,04-24-2021,1029611,0,1029571,417598,25.2
TX,04-24-2021,17782171,0,17577111,5214917,24.7
SC,04-24-2021,3058387,0,3036970,1344074,25.0
PR,04-24-2021,1730947,0,1722511,667241,22.1
MP,04-24-2021,38005,0,37418,4613,29.2
KY,04-24-2021,3011682,0,2989356,1065862,29.9
OK,04-24-2021,2592766,0,2567095,918299,28.1
VT,04-24-2021,515788,0,513389,224874,34.2
TN,04-24-2021,3803194,0,3779090,1526897,22.6
NY,04-24-2021,14571048,0,14455069,4551338,31.3
NJ,04-24-2021,6826763,0,6760661,2140075,33.0
WA,04-24-2021,5397121,0,5354065,1912780,29.5
FL,04-24-2021,14252729,0,14178046,7049632,26.5
GA,04-24-2021,5922054,0,5865751,2134586,21.9
SD,04-24-2021,669294,0,663406,249983,34.0
IA,04-24-2021,2242261,0,2224908,888055,31.0
PA,04-24-2021,9430907,0,9371720,3698614,29.5
NV,04-24-2021,1943150,0,1929267,695371,25.9
MI,04-24-2021,6662538,0,6602402,2529970,29.0
KS,04-24-2021,1933363,0,1917610,724859,29.3
AS,04-24-2021,37231,0,36020,4481,29.5
NM,04-24-2021,1722116,0,1700559,564587,35.1
UT,04-24-2021,2035354,0,2003362,566085,22.0
WV,04-24-2021,1135039,0,1122084,484841,28.8
IH2,04-24-2021,1205018,0,1179015,257391,24.7
IL,04-24-2021,8880236,0,8791381,2943128,28.0
CO,04-24-2021,4072289,0,4023081,1288126,28.5
OR,04-24-2021,2819970,0,2796701,1088956,27.7
CT,04-24-2021,3006976,0,2974677,1063478,35.1
LA,04-24-2021,2624038,0,2609222,1052036,25.4
OH,04-24-2021,7894412,0,7823098,3023555,29.5
VA2,04-24-2021,4803238,0,4802794,2692523,0.0
CT,04-23-2021,2957181,0,2926437,1059399,34.3
VT,04-23-2021,506735,0,504489,223742,33.6
TX,04-23-2021,17543688,0,17347665,5184887,24.2
MA,04-23-2021,5563298,0,5512495,1869796,31.9
NC,04-23-2021,6569611,0,6504555,2503390,26.6
FL,04-23-2021,14062043,0,13989815,7021656,26.0
OH,04-23-2021,7779237,0,7711895,3011002,28.8
LA,04-23-2021,2597790,0,2583519,1047817,25.0
IH2,04-23-2021,1195580,0,1170142,256347,24.5
GA,04-23-2021,5828947,0,5775089,2124445,21.3
VA2,04-23-2021,4772324,0,4771890,2684373,0.0
MI,04-23-2021,6554194,0,6497378,2515512,28.3
PR,04-23-2021,1690128,0,1683243,661174,21.5
MN,04-23-2021,4005624,0,3971428,1457558,30.8
NH,04-23-2021,1120433,0,1111307,448431,29.3
SD,04-23-2021,660751,0,655027,249320,33.3
DE,04-23-2021,694722,0,688482,298505,28.3
IN,04-23-2021,3863663,0,3840808,1607682,24.2
VI,04-23-2021,59058,0,58482,19730,23.4
MP,04-23-2021,37552,0,36990,4601,28.6
DD2,04-23-2021,2678875,0,2663030,269753,0.0
DC,04-23-2021,548808,0,547153,143252,25.9
MS,04-23-2021,1518877,0,1512254,620823,22.3
TN,04-23-2021,3751807,0,3728623,1519341,22.1
KY,04-23-2021,2977151,0,2955728,1060321,29.4
WY,04-23-2021,340781,0,338761,135293,26.0
NM,04-23-2021,1699936,0,1680186,560565,34.4
VA,04-23-2021,6082952,0,6020071,2004354,29.1
NY,04-23-2021,14374751,0,14263036,4526428,30.8
SC,04-23-2021,3021647,0,3001251,1339024,24.5
MD,04-23-2021,4394132,0,4351893,1429820,30.6
HI,04-23-2021,1118285,0,1110239,392612,32.3
AL,04-23-2021,2429629,0,2419653,1036470,21.1
CO,04-23-2021,4068389,0,4019211,1287920,28.4
NV,04-23-2021,1922250,0,1908856,692996,25.5
KS,04-23-2021,1908417,0,1893377,721908,28.6
ME,04-23-2021,1088047,0,1081368,466580,35.5
IL,04-23-2021,8741918,0,8658837,2925192,27.4
IA,04-23-2021,2208348,0,2191903,883518,30.3
WA,04-23-2021,5316416,0,5275706,1906420,29.0
GU,04-23-2021,120740,0,118322,24935,29.2
AR,04-23-2021,1688238,0,1674102,666415,23.2
NE,04-23-2021,1339495,0,1328441,494772,29.7
WI,04-23-2021,4328174,0,4286157,1692634,31.7
RI,04-23-2021,828821,0,823350,314602,33.2
ND,04-23-2021,540817,0,535940,185696,30.9
ID,04-23-2021,1017413,0,1017375,416253,24.7
NJ,04-23-2021,6720403,0,6658151,2124875,32.4
PA,04-23-2021,9239553,0,9184159,3650223,28.8
LTC,04-23-2021,7786204,0,0,0,0.0
MH,04-23-2021,25394,0,25350,1639,19.4
AS,04-23-2021,37231,0,36020,4481,29.5
US,04-23-2021,222322230,0,220369142,80184788,27.5
CA,04-23-2021,27727113,0,27412777,8745530,27.0
AZ,04-23-2021,4750108,0,4697744,1881682,26.4
MT,04-23-2021,714287,0,707900,291623,29.2
AK,04-23-2021,533546,0,522504,132791,33.5
UT,04-23-2021,2005613,0,1975152,564077,21.5
FM,04-23-2021,31220,0,31203,2904,11.6
OK,04-23-2021,2564987,0,2540293,915157,27.6
WV,04-23-2021,1124465,0,1112041,483454,28.3
MO,04-23-2021,3690346,0,3666569,1459106,24.8
OR,04-23-2021,2770216,0,2748074,1079869,27.1
BP2,04-23-2021,139857,0,139856,5437,0.0
RP,04-23-2021,17854,0,17854,2818,44.7
WA,04-22-2021,5224178,0,5187311,1899405,28.4
TX,04-22-2021,17307611,0,17119464,5157274,23.7
MA,04-22-2021,5467558,0,5420233,1860361,31.3
BP2,04-22-2021,137525,0,137524,5385,0.0
WY,04-22-2021,337560,0,335602,134803,25.6
NC,04-22-2021,6476136,0,6414522,2495825,26.0
SD,04-22-2021,650608,0,645200,248521,32.4
DD2,04-22-2021,2645560,0,2630336,268316,0.0
GU,04-22-2021,119005,0,116698,24836,28.5
NM,04-22-2021,1674797,0,1656136,555327,33.6
AK,04-22-2021,530134,0,519289,132494,33.1
PR,04-22-2021,1653249,0,1647042,655081,21.0
SC,04-22-2021,2985791,0,2966166,1334235,24.1
ME,04-22-2021,1068265,0,1062049,464268,34.6
NJ,04-22-2021,6605809,0,6547122,2107559,31.6
WV,04-22-2021,1108422,0,1096644,481342,27.6
NY,04-22-2021,14171716,0,14064222,4499408,30.2
AZ,04-22-2021,4688598,0,4638435,1873061,25.9
NE,04-22-2021,1330661,0,1319823,493617,29.4
NV,04-22-2021,1901548,0,1888529,690713,25.2
MH,04-22-2021,25393,0,25349,1639,19.4
HI,04-22-2021,1104900,0,1097682,390532,31.9
RP,04-22-2021,17365,0,17365,2810,44.5
AR,04-22-2021,1667028,0,1653392,661684,22.7
OK,04-22-2021,2546118,0,2521927,912544,27.2
VT,04-22-2021,502374,0,500210,223187,33.3
RI,04-22-2021,818872,0,814279,313941,32.9
AL,04-22-2021,2394304,0,2384732,1028881,20.6
MD,04-22-2021,4315837,0,4276046,1420714,29.9
FM,04-22-2021,30250,0,30233,2842,11.2
CA,04-22-2021,27384986,0,27086171,8720732,26.6
NH,04-22-2021,1117327,0,1108274,448090,29.1
WI,04-22-2021,4240048,0,4200350,1683128,30.7
OH,04-22-2021,7654474,0,7590929,2997154,28.1
TN,04-22-2021,3699866,0,3677795,1511644,21.6
LTC,04-22-2021,7783990,0,0,0,0.0
AS,04-22-2021,36093,0,34966,4363,28.5
MI,04-22-2021,6440845,0,6387520,2502586,27.7
VI,04-22-2021,58550,0,57989,19596,23.1
IH2,04-22-2021,1183392,0,1158451,255190,24.1
FL,04-22-2021,13856952,0,13787792,6988951,25.4
MP,04-22-2021,37240,0,36715,4594,28.6
MO,04-22-2021,3639625,0,3616910,1451750,24.3
CO,04-22-2021,4003990,0,3956435,1283823,27.7
GA,04-22-2021,5740162,0,5688741,2114848,20.7
KY,04-22-2021,2934874,0,2914700,1053327,28.8
IA,04-22-2021,2176895,0,2161181,878865,29.7
CT,04-22-2021,2913574,0,2884435,1055319,33.7
OR,04-22-2021,2681488,0,2661428,1065657,25.9
MN,04-22-2021,3939904,0,3907960,1452357,30.2
ID,04-22-2021,1004155,0,1004118,414487,24.2
PA,04-22-2021,9007319,0,8955239,3573025,27.9
DE,04-22-2021,682998,0,677201,297056,27.6
KS,04-22-2021,1879973,0,1865886,719087,27.9
VA2,04-22-2021,4742356,0,4741942,2676246,0.0
MT,04-22-2021,705683,0,699594,290255,28.7
ND,04-22-2021,534462,0,529795,185155,30.4
MS,04-22-2021,1503377,0,1497081,617754,21.9
LA,04-22-2021,2567548,0,2554167,1042903,24.5
UT,04-22-2021,1970752,0,1942371,560984,20.9
US,04-22-2021,218947643,0,217094822,79736140,26.9
IN,04-22-2021,3811526,0,3790124,1601583,23.7
IL,04-22-2021,8606345,0,8527520,2908140,26.9
VA,04-22-2021,5968173,0,5909387,1992826,28.3
DC,04-22-2021,539240,0,537621,142343,25.2
VA2,04-21-2021,4709800,0,4709407,2667443,0.0
MP,04-21-2021,36864,0,36365,4582,28.2
DC,04-21-2021,532219,0,530678,141949,24.7
MH,04-21-2021,25007,0,24963,1610,18.9
CO,04-21-2021,3942162,0,3896880,1280234,27.1
FL,04-21-2021,13652873,0,13587070,6956081,24.9
WA,04-21-2021,5149883,0,5115457,1893684,28.0
VT,04-21-2021,496149,0,494079,222073,32.8
HI,04-21-2021,1089152,0,1082719,387828,31.5
AK,04-21-2021,524758,0,514262,132157,32.8
NH,04-21-2021,1113989,0,1105061,447673,29.0
OH,04-21-2021,7556893,0,7496185,2985975,27.5
KS,04-21-2021,1850135,0,1836867,715760,27.3
AS,04-21-2021,36093,0,34966,4363,28.5
FM,04-21-2021,30250,0,30233,2842,11.2
LA,04-21-2021,2540302,0,2527461,1038585,24.1
US,04-21-2021,215951909,0,214192092,79367576,26.4
MS,04-21-2021,1486937,0,1480908,614300,21.7
RI,04-21-2021,807630,0,803309,313108,32.6
VA,04-21-2021,5873177,0,5818027,1980873,27.7
GU,04-21-2021,117134,0,114951,24725,27.6
ID,04-21-2021,994195,0,994158,413261,23.8
TN,04-21-2021,3644333,0,3623323,1503022,21.1
MD,04-21-2021,4238913,0,4202260,1412037,29.2
OK,04-21-2021,2525644,0,2501978,910061,26.9
PA,04-21-2021,8871360,0,8823192,3542026,27.4
BP2,04-21-2021,134268,0,134267,5313,0.0
SD,04-21-2021,643744,0,638499,248017,31.8
DD2,04-21-2021,2613336,0,2598717,267068,0.0
CA,04-21-2021,27013516,0,26731372,8695928,26.1
MT,04-21-2021,697964,0,692070,289003,28.4
NJ,04-21-2021,6510179,0,6454705,2092723,31.1
NC,04-21-2021,6396246,0,6336910,2488490,25.5
SC,04-21-2021,2984448,0,2964827,1334016,24.1
AR,04-21-2021,1645403,0,1632535,658421,22.2
KY,04-21-2021,2900342,0,2880980,1048036,28.3
WI,04-21-2021,4178933,0,4140897,1676904,30.0
IN,04-21-2021,3764137,0,3744173,1595669,23.4
AL,04-21-2021,2360527,0,2351369,1022009,20.1
ND,04-21-2021,530830,0,526295,184839,30.1
IL,04-21-2021,8455483,0,8382233,2889261,26.2
OR,04-21-2021,2680641,0,2660581,1065326,25.9
LTC,04-21-2021,7782215,0,0,0,0.0
WV,04-21-2021,1098127,0,1086887,479768,27.2
NV,04-21-2021,1879451,0,1866782,688246,24.8
GA,04-21-2021,5655164,0,5605790,2106303,20.2
ME,04-21-2021,1048457,0,1042960,461862,33.9
PR,04-21-2021,1614950,0,1609711,647864,20.5
NM,04-21-2021,1656039,0,1638530,551698,33.1
WY,04-21-2021,332929,0,331093,134176,25.0
UT,04-21-2021,1937305,0,1911492,559153,20.3
MA,04-21-2021,5372992,0,5328928,1850150,30.7
RP,04-21-2021,16948,0,16948,2803,44.5
VI,04-21-2021,58041,0,57486,19489,22.7
IH2,04-21-2021,1174252,0,1150078,254436,23.8
MN,04-21-2021,3888651,0,3858803,1448234,29.7
NY,04-21-2021,14003973,0,13900535,4476272,29.8
IA,04-21-2021,2149867,0,2134717,875971,29.2
MI,04-21-2021,6330276,0,6280065,2489652,27.1
MO,04-21-2021,3588783,0,3567221,1444947,23.8
NE,04-21-2021,1307408,0,1297171,491720,28.6
TX,04-21-2021,17065670,0,16883751,5123150,23.2
CT,04-21-2021,2870146,0,2842053,1051650,33.0
AZ,04-21-2021,4631928,0,4583702,1864826,25.4
DE,04-21-2021,672471,0,666996,295838,26.9
IA,04-20-2021,2132028,0,2117521,874232,28.9
AS,04-20-2021,35972,0,34845,4344,28.4
LA,04-20-2021,2517042,0,2504598,1034984,23.7
FL,04-20-2021,13486553,0,13423364,6928160,24.5
AR,04-20-2021,1624969,0,1613178,654675,21.8
NJ,04-20-2021,6415408,0,6363369,2077395,30.5
MD,04-20-2021,4166108,0,4131703,1403153,28.6
MI,04-20-2021,6234096,0,6186917,2479815,26.5
VA,04-20-2021,5807003,0,5754785,1973500,27.3
CT,04-20-2021,2834601,0,2807380,1048066,32.5
MP,04-20-2021,36551,0,36067,4572,28.0
FM,04-20-2021,30250,0,30233,2842,11.2
IH2,04-20-2021,1164071,0,1140361,253612,23.5
CA,04-20-2021,26689222,0,26421826,8666603,25.7
NH,04-20-2021,1108521,0,1099864,446599,28.7
ID,04-20-2021,984868,0,984831,412165,23.5
WY,04-20-2021,332765,0,330932,134150,25.0
AL,04-20-2021,2327764,0,2319010,1014918,19.7
DD2,04-20-2021,2585082,0,2570935,265948,0.0
IN,04-20-2021,3726846,0,3707808,1590336,23.1
RI,04-20-2021,801289,0,797165,312616,32.3
VT,04-20-2021,491770,0,489801,221657,32.6
KY,04-20-2021,2877497,0,2858657,1044185,28.0
NE,04-20-2021,1297175,0,1287030,490327,28.2
WA,04-20-2021,5087896,0,5055679,1889141,27.7
VA2,04-20-2021,4681572,0,4681189,2660369,0.0
MH,04-20-2021,24673,0,24629,1584,18.4
OK,04-20-2021,2506422,0,2483211,907714,26.6
MA,04-20-2021,5293380,0,5251617,1841040,30.2
KS,04-20-2021,1831938,0,1819038,713445,26.9
US,04-20-2021,213388238,0,211707256,79023345,26.0
GA,04-20-2021,5583537,0,5536121,2098846,19.8
AZ,04-20-2021,4581441,0,4535331,1857762,25.0
RP,04-20-2021,16544,0,16544,2785,44.5
MT,04-20-2021,692839,0,687057,288228,28.1
PA,04-20-2021,8690848,0,8646992,3498896,26.8
VI,04-20-2021,57205,0,56665,19257,22.2
WI,04-20-2021,4145118,0,4107962,1673453,29.7
GU,04-20-2021,114836,0,112835,24580,26.9
NM,04-20-2021,1643816,0,1626836,548764,32.7
IL,04-20-2021,8371979,0,8301223,2875749,25.8
SD,04-20-2021,639799,0,634656,247636,31.5
TX,04-20-2021,16870701,0,16694526,5097632,22.9
ND,04-20-2021,527930,0,523536,184593,29.8
NC,04-20-2021,6329443,0,6271949,2482608,25.1
SC,04-20-2021,2963058,0,2943926,1331253,23.8
BP2,04-20-2021,133391,0,133390,5286,0.0
UT,04-20-2021,1918236,0,1893543,557868,20.1
HI,04-20-2021,1075745,0,1069758,385011,31.1
OH,04-20-2021,7469175,0,7411971,2974159,27.0
ME,04-20-2021,1041650,0,1036337,460845,33.6
WV,04-20-2021,1090281,0,1080024,478728,26.9
MS,04-20-2021,1473438,0,1467647,611657,21.4
CO,04-20-2021,3890828,0,3847536,1277262,26.7
NV,04-20-2021,1863377,0,1850936,686169,24.5
LTC,04-20-2021,7780967,0,0,0,0.0
AK,04-20-2021,519030,0,508808,131787,32.4
PR,04-20-2021,1585232,0,1580766,643095,20.0
MN,04-20-2021,3850054,0,3821081,1444729,29.4
DE,04-20-2021,662401,0,657221,294477,26.3
MO,04-20-2021,3545080,0,3524732,1438320,23.4
TN,04-20-2021,3597623,0,3577435,1495509,20.7
NY,04-20-2021,13829745,0,13730546,4451598,29.4
DC,04-20-2021,525165,0,523681,141469,24.2
OR,04-20-2021,2653785,0,2634506,1060342,25.6
NH,04-19-2021,1102415,0,1094116,446278,28.6
NV,04-19-2021,1856362,0,1844110,685315,24.4
MA,04-19-2021,5242290,0,5202387,1836614,29.9
LA,04-19-2021,2507009,0,2494888,1033421,23.6
MN,04-19-2021,3787907,0,3761511,1441771,28.8
IH2,04-19-2021,1161408,0,1137820,253394,23.4
MP,04-19-2021,36160,0,35707,4563,27.5
AS,04-19-2021,35972,0,34845,4344,28.4
VI,04-19-2021,56324,0,55802,19032,21.8
KS,04-19-2021,1827318,0,1814617,712838,26.8
NC,04-19-2021,6300491,0,6244365,2480270,25.0
IL,04-19-2021,8306266,0,8238827,2866449,25.6
GA,04-19-2021,5542994,0,5496704,2095606,19.5
OK,04-19-2021,2500302,0,2477303,907090,26.5
RP,04-19-2021,16544,0,16544,2785,44.5
NE,04-19-2021,1280204,0,1270749,488923,27.7
DD2,04-19-2021,2575228,0,2561442,265042,0.0
MS,04-19-2021,1467335,0,1461739,610645,21.3
PA,04-19-2021,8591616,0,8550618,3476783,26.5
AZ,04-19-2021,4550226,0,4505752,1853382,24.8
TN,04-19-2021,3583674,0,3564021,1493819,20.6
ID,04-19-2021,981273,0,981236,411919,23.4
UT,04-19-2021,1918236,0,1893543,557868,20.1
FM,04-19-2021,29846,0,29829,2819,11.1
MD,04-19-2021,4110450,0,4077746,1396732,28.1
ND,04-19-2021,527870,0,523476,184585,29.8
LTC,04-19-2021,7780750,0,0,0,0.0
DE,04-19-2021,657111,0,652129,293782,26.1
RI,04-19-2021,787717,0,784025,311995,31.9
BP2,04-19-2021,133323,0,133322,5286,0.0
MI,04-19-2021,6202312,0,6156213,2475636,26.3
PR,04-19-2021,1575468,0,1571163,641951,19.8
CO,04-19-2021,3846376,0,3804949,1274650,26.2
HI,04-19-2021,943082,0,938207,333560,28.7
NJ,04-19-2021,6340637,0,6291052,2066026,30.1
NM,04-19-2021,1640167,0,1623295,548010,32.6
OH,04-19-2021,7417360,0,7361811,2969394,26.7
IN,04-19-2021,3713772,0,3695201,1589221,23.0
KY,04-19-2021,2868642,0,2850107,1042959,27.8
MO,04-19-2021,3536035,0,3516023,1437393,23.3
AR,04-19-2021,1618371,0,1606760,654215,21.7
CT,04-19-2021,2808703,0,2782804,1046362,32.2
IA,04-19-2021,2125941,0,2111650,873721,28.7
WI,04-19-2021,4128223,0,4091632,1672114,29.5
TX,04-19-2021,16745114,0,16572785,5079521,22.6
VA,04-19-2021,5740358,0,5691153,1964558,27.0
FL,04-19-2021,13400013,0,13338931,6918028,24.3
MH,04-19-2021,24673,0,24629,1584,18.4
AL,04-19-2021,2297563,0,2289209,1008886,19.3
SD,04-19-2021,638869,0,633774,247604,31.4
WY,04-19-2021,323956,0,322347,133245,24.2
ME,04-19-2021,1035968,0,1030818,459906,33.3
SC,04-19-2021,2947704,0,2928970,1329409,23.6
GU,04-19-2021,113112,0,111248,24487,26.3
OR,04-19-2021,2628195,0,2609802,1055925,25.3
AK,04-19-2021,517521,0,507398,131690,32.2
CA,04-19-2021,26435308,0,26181459,8652667,25.4
WV,04-19-2021,1084664,0,1074647,477657,26.6
WA,04-19-2021,5050192,0,5019385,1886986,27.5
DC,04-19-2021,521527,0,520073,141324,24.0
US,04-19-2021,211581309,0,209963193,78781961,25.7
VT,04-19-2021,482794,0,480891,218462,31.6
MT,04-19-2021,691035,0,685298,288043,28.0
NY,04-19-2021,13676604,0,13581637,4431949,29.0
VA2,04-19-2021,4678031,0,4677650,2659501,0.0
KY,04-18-2021,2849292,0,2831205,1040444,27.6
NH,04-18-2021,1099300,0,1091222,445943,28.5
WV,04-18-2021,1084345,0,1074335,477574,26.6
CA,04-18-2021,26092008,0,25856340,8632423,25.0
OH,04-18-2021,7339803,0,7286299,2960703,26.3
WA,04-18-2021,4965443,0,4937234,1878044,26.9
FM,04-18-2021,29412,0,29395,2782,11.1
WI,04-18-2021,4061288,0,4027030,1666619,28.8
AL,04-18-2021,2292276,0,2284016,1008219,19.2
SD,04-18-2021,635646,0,630872,247474,31.1
UT,04-18-2021,1871243,0,1848623,555394,19.5
ID,04-18-2021,974591,0,974554,411258,23.2
NM,04-18-2021,1627241,0,1611711,545857,32.3
NC,04-18-2021,6244401,0,6191210,2475189,24.7
DE,04-18-2021,648557,0,643981,292824,25.6
BP2,04-18-2021,133323,0,133322,5286,0.0
VI,04-18-2021,56290,0,55768,19016,21.8
NE,04-18-2021,1267986,0,1259363,488354,27.5
ND,04-18-2021,525541,0,521185,184460,29.6
US,04-18-2021,209406814,0,207873938,78555934,25.4
MO,04-18-2021,3508767,0,3489752,1433911,23.1
MN,04-18-2021,3787015,0,3760624,1441607,28.8
AZ,04-18-2021,4505745,0,4462897,1846421,24.5
CT,04-18-2021,2770457,0,2746587,1043512,31.6
OK,04-18-2021,2474956,0,2452669,902162,26.1
RP,04-18-2021,16544,0,16544,2785,44.5
VA2,04-18-2021,4650943,0,4650600,2653403,0.0
WY,04-18-2021,323699,0,322090,133232,24.1
GU,04-18-2021,111474,0,109700,24390,25.6
IH2,04-18-2021,1160071,0,1136750,253321,23.4
NV,04-18-2021,1834497,0,1822893,682631,24.0
VT,04-18-2021,474833,0,473045,217015,31.1
TX,04-18-2021,16539082,0,16376175,5062465,22.3
MH,04-18-2021,24248,0,24204,1570,17.9
LTC,04-18-2021,7779273,0,0,0,0.0
AS,04-18-2021,35972,0,34845,4344,28.4
CO,04-18-2021,3790514,0,3751250,1271716,25.7
PA,04-18-2021,8517810,0,8478691,3462727,26.1
MT,04-18-2021,678296,0,672754,285704,27.2
DC,04-18-2021,511693,0,510292,140501,23.5
VA,04-18-2021,5673591,0,5627744,1957136,26.6
MA,04-18-2021,5170513,0,5132652,1829380,29.3
MS,04-18-2021,1466965,0,1461376,610623,21.3
NY,04-18-2021,13531789,0,13442396,4414985,28.7
IA,04-18-2021,2102984,0,2089333,871151,28.4
KS,04-18-2021,1815877,0,1803424,711711,26.5
ME,04-18-2021,1007762,0,1003307,455672,32.3
RI,04-18-2021,776082,0,772748,311461,31.6
LA,04-18-2021,2489654,0,2477996,1031343,23.3
MI,04-18-2021,6158414,0,6114016,2469533,26.0
TN,04-18-2021,3562769,0,3543727,1491274,20.4
AK,04-18-2021,515501,0,505524,131556,32.1
IN,04-18-2021,3685577,0,3667928,1586723,22.8
SC,04-18-2021,2908640,0,2890775,1325555,23.1
MP,04-18-2021,36062,0,35609,4558,27.3
PR,04-18-2021,1561390,0,1557398,640492,19.6
GA,04-18-2021,5462269,0,5418183,2084172,19.1
IL,04-18-2021,8189755,0,8127314,2852722,25.1
OR,04-18-2021,2595396,0,2578012,1050093,25.0
DD2,04-18-2021,2547655,0,2534433,263500,0.0
HI,04-18-2021,937276,0,932480,332017,28.4
AR,04-18-2021,1611803,0,1600314,653230,21.6
MD,04-18-2021,4063087,0,4032669,1392341,27.8
FL,04-18-2021,13397449,0,13336371,6917554,24.3
NJ,04-18-2021,6269398,0,6222381,2057030,29.7
MT,04-17-2021,677644,0,672111,285535,27.2
AS,04-17-2021,35972,0,34845,4344,28.4
AR,04-17-2021,1585770,0,1575064,649019,21.1
WV,04-17-2021,1079184,0,1069394,476586,26.3
KS,04-17-2021,1790051,0,1778084,708586,25.8
CT,04-17-2021,2720972,0,2698630,1039305,31.0
AL,04-17-2021,2280686,0,2272559,1006202,19.1
DD2,04-17-2021,2498249,0,2485853,261034,0.0
CA,04-17-2021,25569748,0,25358010,8598101,24.5
LA,04-17-2021,2460469,0,2449215,1027056,22.9
HI,04-17-2021,923883,0,919434,329493,27.9
FM,04-17-2021,29412,0,29395,2782,11.1
MO,04-17-2021,3436756,0,3419828,1423121,22.5
MD,04-17-2021,3924960,0,3899175,1372670,26.7
DE,04-17-2021,637222,0,633003,290812,24.9
LTC,04-17-2021,7777177,0,0,0,0.0
RP,04-17-2021,16544,0,16544,2785,44.5
AK,04-17-2021,509843,0,500312,131230,31.6
MI,04-17-2021,6045853,0,6004862,2455191,25.4
IH2,04-17-2021,1150362,0,1127538,252473,23.1
ID,04-17-2021,959118,0,959082,409142,22.6
MP,04-17-2021,35338,0,34899,4532,26.6
ND,04-17-2021,519718,0,515432,183939,29.0
TX,04-17-2021,16419173,0,16260714,5047866,22.1
TN,04-17-2021,3501468,0,3483548,1481843,19.9
IA,04-17-2021,2070119,0,2056994,866600,27.8
RI,04-17-2021,764641,0,761557,310738,31.2
OR,04-17-2021,2549615,0,2533532,1041042,24.5
VT,04-17-2021,456714,0,455088,213592,29.9
MN,04-17-2021,3712223,0,3688384,1434051,28.1
OH,04-17-2021,7226775,0,7176065,2945863,25.7
US,04-17-2021,205871913,0,204442365,78103597,24.8
ME,04-17-2021,1006549,0,1002094,455495,32.2
NM,04-17-2021,1606321,0,1591474,540948,31.8
NC,04-17-2021,6148077,0,6097934,2466441,24.2
UT,04-17-2021,1871042,0,1848422,555365,19.5
SC,04-17-2021,2866181,0,2849087,1320255,22.6
NV,04-17-2021,1803308,0,1792360,678363,23.4
VA2,04-17-2021,4612436,0,4612116,2644594,0.0
MS,04-17-2021,1430205,0,1425216,603190,20.5
BP2,04-17-2021,132981,0,132980,5282,0.0
MA,04-17-2021,5080279,0,5044170,1818026,28.7
NJ,04-17-2021,6188717,0,6143877,2045900,29.3
DC,04-17-2021,500879,0,499527,139706,22.8
WY,04-17-2021,323593,0,321986,133225,24.1
MH,04-17-2021,24248,0,24204,1570,17.9
IL,04-17-2021,8027611,0,7970298,2827377,24.4
AZ,04-17-2021,4440592,0,4399447,1835693,24.0
WI,04-17-2021,3982152,0,3950669,1658225,28.1
OK,04-17-2021,2444413,0,2422808,898016,25.6
GU,04-17-2021,111470,0,109696,24389,25.6
CO,04-17-2021,3714665,0,3678318,1267005,25.0
SD,04-17-2021,627721,0,623138,246949,30.6
VA,04-17-2021,5593318,0,5550130,1947478,26.0
GA,04-17-2021,5366914,0,5324494,2071694,18.5
NY,04-17-2021,13277087,0,13195067,4381464,28.1
KY,04-17-2021,2802064,0,2784899,1032642,26.9
IN,04-17-2021,3634597,0,3618230,1581185,22.4
WA,04-17-2021,4874563,0,4848918,1869802,26.4
PA,04-17-2021,8391487,0,8354794,3436409,25.6
VI,04-17-2021,56128,0,55608,18969,21.7
PR,04-17-2021,1530532,0,1527106,634333,19.0
FL,04-17-2021,13029551,0,12976307,6857082,23.5
NE,04-17-2021,1256376,0,1248062,487057,27.2
NH,04-17-2021,1088613,0,1080919,443805,27.9
CA,04-16-2021,25047682,0,24853443,8553880,23.9
ID,04-16-2021,944361,0,944325,406797,22.1
LA,04-16-2021,2427942,0,2417095,1021866,22.4
DE,04-16-2021,625694,0,621739,288745,24.3
WY,04-16-2021,323397,0,321792,133169,24.1
WI,04-16-2021,3890347,0,3861765,1646825,27.3
MN,04-16-2021,3662022,0,3639252,1428681,27.6
DD2,04-16-2021,2453989,0,2442273,258879,0.0
AZ,04-16-2021,4366496,0,4326923,1821519,23.4
AS,04-16-2021,35972,0,34845,4344,28.4
MD,04-16-2021,3921579,0,3895816,1372468,26.6
