country date number_sequenced variant
Cyprus 2020-08-24 7 Other
Cyprus 2020-08-24 7 UNK
Cyprus 2020-08-31 3 B.1.1.529
Cyprus 2020-08-31 3 B.1.617.2
Cyprus 2020-08-31 3 Other
Cyprus 2020-08-31 3 UNK
Cyprus 2020-09-07 1 B.1.1.529
Cyprus 2020-09-07 1 B.1.617.2
Cyprus 2020-09-07 1 Other
Cyprus 2020-09-07 1 UNK
Cyprus 2020-09-14 12 B.1.1.529
Cyprus 2020-09-14 12 B.1.617.2
Cyprus 2020-09-14 12 Other
Cyprus 2020-09-14 12 UNK
Cyprus 2020-09-21 27 B.1.1.529
Cyprus 2020-09-21 27 B.1.617.2
Cyprus 2020-09-21 27 Other
Cyprus 2020-09-21 27 UNK
Cyprus 2020-09-28 20 B.1.1.529
Cyprus 2020-09-28 20 B.1.617.2
Cyprus 2020-09-28 20 Other
Cyprus 2020-09-28 20 UNK
Cyprus 2020-10-05 4 B.1.1.529
Cyprus 2020-10-05 4 B.1.617.2
Cyprus 2020-10-05 4 Other
Cyprus 2020-10-05 4 UNK
Cyprus 2020-10-12 4 B.1.1.529
Cyprus 2020-10-12 4 B.1.617.2
Cyprus 2020-10-12 4 Other
Cyprus 2020-10-12 4 UNK
Cyprus 2020-10-19 7 B.1.1.529
Cyprus 2020-10-19 7 B.1.617.2
Cyprus 2020-10-19 7 Other
Cyprus 2020-10-19 7 UNK
Cyprus 2020-10-26 82 B.1.1.529
Cyprus 2020-10-26 82 B.1.617.2
Cyprus 2020-10-26 82 Other
Cyprus 2020-10-26 82 UNK
Cyprus 2020-11-02 77 B.1.1.529
Cyprus 2020-11-02 77 B.1.617.2
Cyprus 2020-11-02 77 Other
Cyprus 2020-11-02 77 UNK
Cyprus 2020-11-09 7 B.1.1.529
Cyprus 2020-11-09 7 B.1.617.2
Cyprus 2020-11-09 7 Other
Cyprus 2020-11-09 7 UNK
Cyprus 2020-11-16 2 B.1.1.529
Cyprus 2020-11-16 2 B.1.617.2
Cyprus 2020-11-16 2 Other
Cyprus 2020-11-16 2 UNK
Cyprus 2020-11-23 1 B.1.1.529
Cyprus 2020-11-23 1 B.1.617.2
Cyprus 2020-11-23 1 Other
Cyprus 2020-11-23 1 UNK
Cyprus 2020-11-30 62 B.1.1.529
Cyprus 2020-11-30 62 B.1.617.2
Cyprus 2020-11-30 62 Other
Cyprus 2020-11-30 62 UNK
Cyprus 2020-12-07 1 B.1.1.529
Cyprus 2020-12-07 1 B.1.617.2
Cyprus 2020-12-07 1 Other
Cyprus 2020-12-07 1 UNK
Cyprus 2020-12-14 2 B.1.1.529
Cyprus 2020-12-14 2 B.1.617.2
Cyprus 2020-12-14 2 Other
Cyprus 2020-12-14 2 UNK
Cyprus 2020-12-21 15 B.1.1.529
Cyprus 2020-12-21 15 B.1.617.2
Cyprus 2020-12-21 15 Other
Cyprus 2020-12-21 15 UNK
Cyprus 2020-12-28 65 B.1.1.529
Cyprus 2020-12-28 65 B.1.617.2
Cyprus 2020-12-28 65 Other
Cyprus 2020-12-28 65 UNK
Cyprus 2021-01-04 28 B.1.1.529
Cyprus 2021-01-04 28 B.1.617.2
Cyprus 2021-01-04 28 Other
Cyprus 2021-01-04 28 UNK
Cyprus 2021-01-11 15 B.1.1.529
Cyprus 2021-01-11 15 B.1.617.2
Cyprus 2021-01-11 15 Other
Cyprus 2021-01-11 15 UNK
Cyprus 2021-01-18 20 B.1.1.529
Cyprus 2021-01-18 20 B.1.617.2
Cyprus 2021-01-18 20 Other
Cyprus 2021-01-18 20 UNK
Cyprus 2021-01-25 17 B.1.1.529
Cyprus 2021-01-25 17 B.1.617.2
Cyprus 2021-01-25 17 Other
Cyprus 2021-01-25 17 UNK
Cyprus 2021-02-01 0 B.1.1.529
Cyprus 2021-02-01 0 B.1.617.2
Cyprus 2021-02-01 0 Other
Cyprus 2021-02-01 0 UNK
Cyprus 2021-02-08 0 B.1.1.529
Cyprus 2021-02-08 0 B.1.617.2
Cyprus 2021-02-08 0 Other
Cyprus 2021-02-08 0 UNK
Cyprus 2021-02-15 0 B.1.1.529
Cyprus 2021-02-15 0 B.1.617.2
Cyprus 2021-02-15 0 Other
Cyprus 2021-02-15 0 UNK
Cyprus 2021-02-22 0 B.1.1.529
Cyprus 2021-02-22 0 B.1.617.2
Cyprus 2021-02-22 0 Other
Cyprus 2021-02-22 0 UNK
Cyprus 2021-03-01 0 B.1.1.529
Cyprus 2021-03-01 0 B.1.617.2
Cyprus 2021-03-01 0 Other
Cyprus 2021-03-01 0 UNK
Cyprus 2021-03-08 0 B.1.1.529
Cyprus 2021-03-08 0 B.1.617.2
Cyprus 2021-03-08 0 Other
Cyprus 2021-03-08 0 UNK
Cyprus 2021-03-15 0 B.1.1.529
Cyprus 2021-03-15 0 B.1.617.2
Cyprus 2021-03-15 0 Other
Cyprus 2021-03-15 0 UNK
Cyprus 2021-03-22 0 B.1.1.529
Cyprus 2021-03-22 0 B.1.617.2
Cyprus 2021-03-22 0 Other
Cyprus 2021-03-22 0 UNK
Cyprus 2021-03-29 0 B.1.1.529
Cyprus 2021-03-29 0 B.1.617.2
Cyprus 2021-03-29 0 Other
Cyprus 2021-03-29 0 UNK
Cyprus 2021-04-05 0 B.1.1.529
Cyprus 2021-04-05 0 B.1.617.2
Cyprus 2021-04-05 0 Other
Cyprus 2021-04-05 0 UNK
Cyprus 2021-04-12 0 B.1.1.529
Cyprus 2021-04-12 0 B.1.617.2
Cyprus 2021-04-12 0 Other
Cyprus 2021-04-12 0 UNK
Cyprus 2021-04-19 0 B.1.1.529
Cyprus 2021-04-19 0 B.1.617.2
Cyprus 2021-04-19 0 Other
Cyprus 2021-04-19 0 UNK
Cyprus 2021-04-26 0 B.1.1.529
Cyprus 2021-04-26 0 B.1.617.2
Cyprus 2021-04-26 0 Other
Cyprus 2021-04-26 0 UNK
Cyprus 2021-05-03 0 B.1.1.529
Cyprus 2021-05-03 0 B.1.617.2
Cyprus 2021-05-03 0 Other
Cyprus 2021-05-03 0 UNK
Cyprus 2021-05-10 0 B.1.1.529
Cyprus 2021-05-10 0 B.1.617.2
Cyprus 2021-05-10 0 Other
Cyprus 2021-05-10 0 UNK
Cyprus 2021-05-17 0 B.1.1.529
Cyprus 2021-05-17 0 B.1.617.2
Cyprus 2021-05-17 0 Other
Cyprus 2021-05-17 0 UNK
Cyprus 2021-05-24 0 B.1.1.529
Cyprus 2021-05-24 0 B.1.617.2
Cyprus 2021-05-24 0 Other
Cyprus 2021-05-24 0 UNK
Cyprus 2021-05-31 0 B.1.1.529
Cyprus 2021-05-31 0 B.1.617.2
Cyprus 2021-05-31 0 Other
Cyprus 2021-05-31 0 UNK
Cyprus 2021-06-07 0 B.1.1.529
Cyprus 2021-06-07 0 B.1.617.2
Cyprus 2021-06-07 0 Other
Cyprus 2021-06-07 0 UNK
Cyprus 2021-06-14 0 B.1.1.529
Cyprus 2021-06-14 0 B.1.617.2
Cyprus 2021-06-14 0 Other
Cyprus 2021-06-14 0 UNK
Cyprus 2021-06-21 0 B.1.1.529
Cyprus 2021-06-21 0 B.1.617.2
Cyprus 2021-06-21 0 Other
Cyprus 2021-06-21 0 UNK
Cyprus 2021-06-28 0 B.1.1.529
Cyprus 2021-06-28 0 B.1.617.2
Cyprus 2021-06-28 0 Other
Cyprus 2021-06-28 0 UNK
Cyprus 2021-07-05 0 B.1.1.529
Cyprus 2021-07-05 0 B.1.617.2
Cyprus 2021-07-05 0 Other
Cyprus 2021-07-05 0 UNK
Cyprus 2021-07-12 0 B.1.1.529
Cyprus 2021-07-12 0 B.1.617.2
Cyprus 2021-07-12 0 Other
Cyprus 2021-07-12 0 UNK
Cyprus 2021-07-19 0 B.1.1.529
Cyprus 2021-07-19 0 B.1.617.2
Cyprus 2021-07-19 0 Other
Cyprus 2021-07-19 0 UNK
Cyprus 2021-07-26 0 B.1.1.529
Cyprus 2021-07-26 0 B.1.617.2
Cyprus 2021-07-26 0 Other
Cyprus 2021-07-26 0 UNK
Cyprus 2021-08-02 0 B.1.1.529
Cyprus 2021-08-02 0 B.1.617.2
Cyprus 2021-08-02 0 Other
Cyprus 2021-08-02 0 UNK
Cyprus 2021-08-09 0 B.1.1.529
Cyprus 2021-08-09 0 B.1.617.2
Cyprus 2021-08-09 0 Other
Cyprus 2021-08-09 0 UNK
Cyprus 2021-08-16 0 B.1.1.529
Cyprus 2021-08-16 0 B.1.617.2
Cyprus 2021-08-16 0 Other
Cyprus 2021-08-16 0 UNK
Cyprus 2021-08-23 1 B.1.1.529
Cyprus 2021-08-23 1 B.1.617.2
Cyprus 2021-08-23 1 Other
Cyprus 2021-08-23 1 UNK
Cyprus 2021-08-30 0 B.1.1.529
Cyprus 2021-08-30 0 B.1.617.2
Cyprus 2021-08-30 0 Other
Cyprus 2021-08-30 0 UNK
Cyprus 2021-09-06 0 B.1.1.529
Cyprus 2021-09-06 0 B.1.617.2
Cyprus 2021-09-06 0 Other
Cyprus 2021-09-06 0 UNK
Cyprus 2021-09-13 0 B.1.1.529
Cyprus 2021-09-13 0 B.1.617.2
Cyprus 2021-09-13 0 Other
Cyprus 2021-09-13 0 UNK
Cyprus 2021-09-20 0 B.1.1.529
Cyprus 2021-09-20 0 B.1.617.2
Cyprus 2021-09-20 0 Other
Cyprus 2021-09-20 0 UNK
Cyprus 2021-09-27 0 B.1.1.529
Cyprus 2021-09-27 0 B.1.617.2
Cyprus 2021-09-27 0 Other
Cyprus 2021-09-27 0 UNK
Cyprus 2021-10-04 0 B.1.1.529
Cyprus 2021-10-04 0 B.1.617.2
Cyprus 2021-10-04 0 Other
Cyprus 2021-10-04 0 UNK
Cyprus 2021-10-11 0 B.1.1.529
Cyprus 2021-10-11 0 B.1.617.2
Cyprus 2021-10-11 0 Other
Cyprus 2021-10-11 0 UNK
Cyprus 2021-10-18 0 B.1.1.529
Cyprus 2021-10-18 0 B.1.617.2
Cyprus 2021-10-18 0 Other
Cyprus 2021-10-18 0 UNK
Cyprus 2021-10-25 0 B.1.1.529
Cyprus 2021-10-25 0 B.1.617.2
Cyprus 2021-10-25 0 Other
Cyprus 2021-10-25 0 UNK
Cyprus 2021-11-01 0 B.1.1.529
Cyprus 2021-11-01 0 B.1.617.2
Cyprus 2021-11-01 0 Other
Cyprus 2021-11-01 0 UNK
Cyprus 2021-11-08 0 B.1.1.529
Cyprus 2021-11-08 0 B.1.617.2
Cyprus 2021-11-08 0 Other
Cyprus 2021-11-08 0 UNK
Cyprus 2021-11-15 0 B.1.1.529
Cyprus 2021-11-15 0 B.1.617.2
Cyprus 2021-11-15 0 Other
Cyprus 2021-11-15 0 UNK
Cyprus 2021-11-22 0 B.1.1.529
Cyprus 2021-11-22 0 B.1.617.2
Cyprus 2021-11-22 0 Other
Cyprus 2021-11-22 0 UNK
Cyprus 2021-11-29 0 B.1.1.529
Cyprus 2021-11-29 0 B.1.617.2
Cyprus 2021-11-29 0 Other
Cyprus 2021-11-29 0 UNK
Cyprus 2021-12-06 0 B.1.1.529
Cyprus 2021-12-06 0 B.1.617.2
Cyprus 2021-12-06 0 Other
Cyprus 2021-12-06 0 UNK
Cyprus 2021-12-13 0 B.1.1.529
Cyprus 2021-12-13 0 B.1.617.2
Cyprus 2021-12-13 0 Other
Cyprus 2021-12-13 0 UNK
Cyprus 2021-12-20 0 B.1.1.529
Cyprus 2021-12-20 0 B.1.617.2
Cyprus 2021-12-20 0 Other
Cyprus 2021-12-20 0 UNK
Cyprus 2021-12-27 0 B.1.1.529
Cyprus 2021-12-27 0 B.1.617.2
Cyprus 2021-12-27 0 Other
Cyprus 2021-12-27 0 UNK
Cyprus 2022-01-03 0 B.1.1.529
Cyprus 2022-01-03 0 B.1.617.2
Cyprus 2022-01-03 0 Other
Cyprus 2022-01-03 0 UNK
Cyprus 2022-01-10 0 B.1.1.529
Cyprus 2022-01-10 0 B.1.617.2
Cyprus 2022-01-10 0 Other
Cyprus 2022-01-10 0 UNK
Cyprus 2022-01-17 0 B.1.1.529
Cyprus 2022-01-17 0 B.1.617.2
Cyprus 2022-01-17 0 Other
Cyprus 2022-01-17 0 UNK
Cyprus 2022-01-24 0 B.1.1.529
Cyprus 2022-01-24 0 B.1.617.2
Cyprus 2022-01-24 0 Other
Cyprus 2022-01-24 0 UNK
Cyprus 2022-01-31 0 B.1.1.529
Cyprus 2022-01-31 0 B.1.617.2
Cyprus 2022-01-31 0 Other
Cyprus 2022-01-31 0 UNK
Cyprus 2022-02-07 0 B.1.1.529
Cyprus 2022-02-07 0 B.1.617.2
Cyprus 2022-02-07 0 Other
Cyprus 2022-02-07 0 UNK
Cyprus 2022-02-14 0 B.1.1.529
Cyprus 2022-02-14 0 B.1.617.2
Cyprus 2022-02-14 0 Other
Cyprus 2022-02-14 0 UNK
Cyprus 2022-02-21 0 B.1.1.529
Cyprus 2022-02-21 0 B.1.617.2
Cyprus 2022-02-21 0 Other
Cyprus 2022-02-21 0 UNK
Cyprus 2022-02-28 0 B.1.1.529
Cyprus 2022-02-28 0 B.1.617.2
Cyprus 2022-02-28 0 Other
Cyprus 2022-02-28 0 UNK
Cyprus 2022-03-07 0 B.1.1.529
Cyprus 2022-03-07 0 B.1.617.2
Cyprus 2022-03-07 0 Other
Cyprus 2022-03-07 0 UNK
Cyprus 2022-03-14 0 B.1.1.529
Cyprus 2022-03-14 0 B.1.617.2
Cyprus 2022-03-14 0 Other
Cyprus 2022-03-14 0 UNK
Cyprus 2022-03-21 0 B.1.1.529
Cyprus 2022-03-21 0 B.1.617.2
Cyprus 2022-03-21 0 Other
Cyprus 2022-03-21 0 UNK
Cyprus 2020-11-02 5 Other
Cyprus 2020-11-09 11 Other
Cyprus 2020-11-16 1 Other
Cyprus 2020-11-23 1 Other
Cyprus 2020-11-30 25 Other
Cyprus 2020-12-07 12 B.1.1.7
Cyprus 2020-12-07 12 Other
Cyprus 2020-12-14 28 Other
Cyprus 2020-12-21 30 Other
Cyprus 2020-12-28 47 B.1.1.7
Cyprus 2020-12-28 47 Other
Cyprus 2021-01-04 43 B.1.1.7
Cyprus 2021-01-04 43 Other
Cyprus 2021-01-11 52 B.1.1.7
Cyprus 2021-01-11 52 B.1.617.2
Cyprus 2021-01-11 52 Other
Cyprus 2021-01-18 20 B.1.1.7
Cyprus 2021-01-18 20 Other
Cyprus 2021-01-25 17 B.1.1.7
Cyprus 2021-01-25 17 Other
Cyprus 2021-02-01 18 B.1.1.7
Cyprus 2021-02-01 18 Other
Cyprus 2021-02-08 23 B.1.1.7
Cyprus 2021-02-08 23 Other
Cyprus 2021-02-15 12 B.1.1.7
Cyprus 2021-02-15 12 Other
Cyprus 2021-02-22 22 B.1.1.7
Cyprus 2021-02-22 22 Other
Cyprus 2021-03-01 22 B.1.1.7
Cyprus 2021-03-01 22 Other
Cyprus 2021-03-08 16 B.1.1.7
Cyprus 2021-03-15 31 B.1.1.7
Cyprus 2021-03-22 51 B.1.1.7
Cyprus 2021-03-29 55 B.1.1.7
Cyprus 2021-03-29 55 B.1.525
Cyprus 2021-04-05 47 B.1.1.7
Cyprus 2021-04-05 47 B.1.525
Cyprus 2021-04-12 34 B.1.1.7
Cyprus 2021-04-19 61 B.1.1.7
Cyprus 2021-04-19 61 B.1.617.2
Cyprus 2021-04-19 61 Other
Cyprus 2021-04-26 50 B.1.1.7
Cyprus 2021-05-03 106 B.1.1.7
Cyprus 2021-05-03 106 B.1.617.2
Cyprus 2021-05-03 106 Other
Cyprus 2021-05-10 69 B.1.1.7
Cyprus 2021-05-10 69 B.1.617.2
Cyprus 2021-05-17 56 B.1.1.7
Cyprus 2021-05-17 56 B.1.617.2
Cyprus 2021-05-17 56 Other
Cyprus 2021-05-24 22 B.1.1.7
Cyprus 2021-05-24 22 B.1.617.2
Cyprus 2021-05-24 22 Other
Cyprus 2021-05-31 7 B.1.1.7
Cyprus 2021-05-31 7 B.1.617.2
Cyprus 2021-06-07 11 B.1.1.7
Cyprus 2021-06-07 11 B.1.617.2
Cyprus 2021-06-14 12 B.1.617.2
Cyprus 2021-06-14 12 Other
Cyprus 2021-06-21 28 B.1.1.7
Cyprus 2021-06-21 28 B.1.351
Cyprus 2021-06-21 28 B.1.617.2
Cyprus 2021-06-28 34 B.1.617.2
Cyprus 2021-07-05 41 B.1.617.2
Cyprus 2021-07-12 54 B.1.617.2
Cyprus 2021-07-19 26 B.1.617.2
Cyprus 2021-07-26 71 B.1.617.2
Cyprus 2021-08-02 31 B.1.617.2
Cyprus 2021-08-09 47 B.1.617.2
Cyprus 2021-08-16 37 B.1.617.2
Cyprus 2021-08-23 35 B.1.617.2
Cyprus 2021-08-30 78 B.1.617.2
Cyprus 2021-09-06 81 B.1.617.2
Cyprus 2021-09-13 50 B.1.617.2
Cyprus 2021-09-20 3 B.1.617.2
Cyprus 2021-09-27 23 B.1.617.2
Cyprus 2021-10-04 29 B.1.617.2
Cyprus 2021-10-11 33 B.1.617.2
Cyprus 2021-10-18 68 B.1.617.2
Cyprus 2021-10-25 86 B.1.617.2
Cyprus 2021-11-01 63 B.1.617.2
Cyprus 2021-11-15 2 B.1.617.2
Cyprus 2021-11-22 2 B.1.617.2
Cyprus 2021-11-29 64 B.1.1.529
Cyprus 2021-11-29 64 B.1.617.2
Cyprus 2021-12-06 174 B.1.1.529
Cyprus 2021-12-06 174 B.1.617.2
Cyprus 2021-12-06 174 Other
Cyprus 2021-12-13 85 B.1.1.529
Cyprus 2021-12-13 85 B.1.617.2
Cyprus 2021-12-13 85 Other
Cyprus 2021-12-20 108 B.1.1.529
Cyprus 2021-12-20 108 B.1.617.2
Cyprus 2021-12-27 179 B.1.1.529
Cyprus 2021-12-27 179 B.1.617.2
Cyprus 2021-12-27 179 Other
Cyprus 2022-01-03 255 B.1.1.529
Cyprus 2022-01-03 255 B.1.617.2
Cyprus 2022-01-10 209 B.1.1.529
Cyprus 2022-01-10 209 B.1.617.2
Cyprus 2022-01-17 203 B.1.1.529
Cyprus 2022-01-17 203 B.1.617.2
Cyprus 2022-01-24 186 B.1.1.529
Cyprus 2022-01-24 186 B.1.617.2
Cyprus 2022-01-31 135 B.1.1.529
Cyprus 2022-01-31 135 B.1.617.2
Cyprus 2022-02-07 34 B.1.1.529
Cyprus 2022-02-14 148 B.1.1.529
Cyprus 2022-02-21 185 B.1.1.529
Cyprus 2022-02-28 173 B.1.1.529
Cyprus 2022-03-07 177 B.1.1.529
Cyprus 2022-03-14 149 B.1.1.529
Czechia 2019-12-30 0 B.1.1.529
Czechia 2019-12-30 0 B.1.617.2
Czechia 2019-12-30 0 Other
Czechia 2019-12-30 0 UNK
Czechia 2020-01-06 0 B.1.1.529
Czechia 2020-01-06 0 B.1.617.2
Czechia 2020-01-06 0 Other
Czechia 2020-01-06 0 UNK
Czechia 2020-01-13 0 B.1.1.529
Czechia 2020-01-13 0 B.1.617.2
Czechia 2020-01-13 0 Other
Czechia 2020-01-13 0 UNK
Czechia 2020-01-20 0 B.1.1.529
Czechia 2020-01-20 0 B.1.617.2
Czechia 2020-01-20 0 Other
Czechia 2020-01-20 0 UNK
Czechia 2020-01-27 0 B.1.1.529
Czechia 2020-01-27 0 B.1.617.2
Czechia 2020-01-27 0 Other
Czechia 2020-01-27 0 UNK
Czechia 2020-02-03 0 B.1.1.529
Czechia 2020-02-03 0 B.1.617.2
Czechia 2020-02-03 0 Other
Czechia 2020-02-03 0 UNK
Czechia 2020-02-10 0 B.1.1.529
Czechia 2020-02-10 0 B.1.617.2
Czechia 2020-02-10 0 Other
Czechia 2020-02-10 0 UNK
Czechia 2020-02-17 0 B.1.1.529
Czechia 2020-02-17 0 B.1.617.2
Czechia 2020-02-17 0 Other
Czechia 2020-02-17 0 UNK
Czechia 2020-02-24 2 B.1.1.529
Czechia 2020-02-24 2 B.1.617.2
Czechia 2020-02-24 2 Other
Czechia 2020-02-24 2 UNK
Czechia 2020-03-02 3 B.1.1.529
Czechia 2020-03-02 3 B.1.617.2
Czechia 2020-03-02 3 Other
Czechia 2020-03-02 3 UNK
Czechia 2020-03-09 13 B.1.1.529
Czechia 2020-03-09 13 B.1.617.2
Czechia 2020-03-09 13 Other
Czechia 2020-03-09 13 UNK
Czechia 2020-03-16 54 B.1.1.529
Czechia 2020-03-16 54 B.1.617.2
Czechia 2020-03-16 54 Other
Czechia 2020-03-16 54 UNK
Czechia 2020-03-23 72 B.1.1.529
Czechia 2020-03-23 72 B.1.617.2
Czechia 2020-03-23 72 Other
Czechia 2020-03-23 72 UNK
Czechia 2020-03-30 41 B.1.1.529
Czechia 2020-03-30 41 B.1.617.2
Czechia 2020-03-30 41 Other
Czechia 2020-03-30 41 UNK
Czechia 2020-04-06 20 B.1.1.529
Czechia 2020-04-06 20 B.1.617.2
Czechia 2020-04-06 20 Other
Czechia 2020-04-06 20 UNK
Czechia 2020-04-13 12 B.1.1.529
Czechia 2020-04-13 12 B.1.617.2
Czechia 2020-04-13 12 Other
Czechia 2020-04-13 12 UNK
Czechia 2020-04-20 8 B.1.1.529
Czechia 2020-04-20 8 B.1.617.2
Czechia 2020-04-20 8 Other
Czechia 2020-04-20 8 UNK
Czechia 2020-04-27 2 B.1.1.529
Czechia 2020-04-27 2 B.1.617.2
Czechia 2020-04-27 2 Other
Czechia 2020-04-27 2 UNK
Czechia 2020-05-04 4 B.1.1.529
Czechia 2020-05-04 4 B.1.617.2
Czechia 2020-05-04 4 Other
Czechia 2020-05-04 4 UNK
Czechia 2020-05-11 3 B.1.1.529
Czechia 2020-05-11 3 B.1.617.2
Czechia 2020-05-11 3 Other
Czechia 2020-05-11 3 UNK
Czechia 2020-05-18 6 B.1.1.529
Czechia 2020-05-18 6 B.1.617.2
Czechia 2020-05-18 6 Other
Czechia 2020-05-18 6 UNK
Czechia 2020-05-25 3 B.1.1.529
Czechia 2020-05-25 3 B.1.617.2
Czechia 2020-05-25 3 Other
Czechia 2020-05-25 3 UNK
Czechia 2020-06-01 1 B.1.1.529
Czechia 2020-06-01 1 B.1.617.2
Czechia 2020-06-01 1 Other
Czechia 2020-06-01 1 UNK
Czechia 2020-06-08 4 B.1.1.529
Czechia 2020-06-08 4 B.1.617.2
Czechia 2020-06-08 4 Other
Czechia 2020-06-08 4 UNK
Czechia 2020-06-15 5 B.1.1.529
Czechia 2020-06-15 5 B.1.617.2
Czechia 2020-06-15 5 Other
Czechia 2020-06-15 5 UNK
Czechia 2020-06-22 0 B.1.1.529
Czechia 2020-06-22 0 B.1.617.2
Czechia 2020-06-22 0 Other
Czechia 2020-06-22 0 UNK
Czechia 2020-06-29 0 B.1.1.529
Czechia 2020-06-29 0 B.1.617.2
Czechia 2020-06-29 0 Other
Czechia 2020-06-29 0 UNK
Czechia 2020-07-06 4 B.1.1.529
Czechia 2020-07-06 4 B.1.617.2
Czechia 2020-07-06 4 Other
Czechia 2020-07-06 4 UNK
Czechia 2020-07-13 5 B.1.1.529
Czechia 2020-07-13 5 B.1.617.2
Czechia 2020-07-13 5 Other
Czechia 2020-07-13 5 UNK
Czechia 2020-07-20 13 B.1.1.529
Czechia 2020-07-20 13 B.1.617.2
Czechia 2020-07-20 13 Other
Czechia 2020-07-20 13 UNK
Czechia 2020-07-27 11 B.1.1.529
Czechia 2020-07-27 11 B.1.617.2
Czechia 2020-07-27 11 Other
Czechia 2020-07-27 11 UNK
Czechia 2020-08-03 19 B.1.1.529
Czechia 2020-08-03 19 B.1.617.2
Czechia 2020-08-03 19 Other
Czechia 2020-08-03 19 UNK
Czechia 2020-08-10 7 B.1.1.529
Czechia 2020-08-10 7 B.1.617.2
Czechia 2020-08-10 7 Other
Czechia 2020-08-10 7 UNK
Czechia 2020-08-17 6 B.1.1.529
Czechia 2020-08-17 6 B.1.617.2
Czechia 2020-08-17 6 Other
Czechia 2020-08-17 6 UNK
Czechia 2020-08-24 5 B.1.1.529
Czechia 2020-08-24 5 B.1.617.2
Czechia 2020-08-24 5 Other
Czechia 2020-08-24 5 UNK
Czechia 2020-08-31 6 B.1.1.529
Czechia 2020-08-31 6 B.1.617.2
Czechia 2020-08-31 6 Other
Czechia 2020-08-31 6 UNK
Czechia 2020-09-07 3 B.1.1.529
Czechia 2020-09-07 3 B.1.617.2
Czechia 2020-09-07 3 Other
Czechia 2020-09-07 3 UNK
Czechia 2020-09-14 18 B.1.1.529
Czechia 2020-09-14 18 B.1.617.2
Czechia 2020-09-14 18 Other
Czechia 2020-09-14 18 UNK
Czechia 2020-09-21 5 B.1.1.529
Czechia 2020-09-21 5 B.1.617.2
Czechia 2020-09-21 5 Other
Czechia 2020-09-21 5 UNK
Czechia 2020-09-28 32 B.1.1.529
Czechia 2020-09-28 32 B.1.617.2
Czechia 2020-09-28 32 Other
Czechia 2020-09-28 32 UNK
Czechia 2020-10-05 44 B.1.1.529
Czechia 2020-10-05 44 B.1.617.2
Czechia 2020-10-05 44 Other
Czechia 2020-10-05 44 UNK
Czechia 2020-10-12 23 B.1.1.529
Czechia 2020-10-12 23 B.1.617.2
Czechia 2020-10-12 23 Other
Czechia 2020-10-12 23 UNK
Czechia 2020-10-19 38 B.1.1.529
Czechia 2020-10-19 38 B.1.617.2
Czechia 2020-10-19 38 Other
Czechia 2020-10-19 38 UNK
Czechia 2020-10-26 30 B.1.1.529
Czechia 2020-10-26 30 B.1.617.2
Czechia 2020-10-26 30 Other
Czechia 2020-10-26 30 UNK
Czechia 2020-11-02 26 B.1.1.529
Czechia 2020-11-02 26 B.1.617.2
Czechia 2020-11-02 26 Other
Czechia 2020-11-02 26 UNK
Czechia 2020-11-09 10 B.1.1.529
Czechia 2020-11-09 10 B.1.617.2
Czechia 2020-11-09 10 Other
Czechia 2020-11-09 10 UNK
Czechia 2020-11-16 9 B.1.1.529
Czechia 2020-11-16 9 B.1.617.2
Czechia 2020-11-16 9 Other
Czechia 2020-11-16 9 UNK
Czechia 2020-11-23 5 B.1.1.529
Czechia 2020-11-23 5 B.1.617.2
Czechia 2020-11-23 5 Other
Czechia 2020-11-23 5 UNK
Czechia 2020-11-30 4 B.1.1.529
Czechia 2020-11-30 4 B.1.617.2
Czechia 2020-11-30 4 Other
Czechia 2020-11-30 4 UNK
Czechia 2020-12-07 8 B.1.1.529
Czechia 2020-12-07 8 B.1.617.2
Czechia 2020-12-07 8 Other
Czechia 2020-12-07 8 UNK
Czechia 2020-12-14 8 B.1.1.529
Czechia 2020-12-14 8 B.1.617.2
Czechia 2020-12-14 8 Other
Czechia 2020-12-14 8 UNK
Czechia 2020-12-21 7 B.1.1.529
Czechia 2020-12-21 7 B.1.617.2
Czechia 2020-12-21 7 Other
Czechia 2020-12-21 7 UNK
Czechia 2020-12-28 20 B.1.1.529
Czechia 2020-12-28 20 B.1.617.2
Czechia 2020-12-28 20 Other
Czechia 2020-12-28 20 UNK
Czechia 2021-01-04 201 B.1.1.529
Czechia 2021-01-04 201 B.1.617.2
Czechia 2021-01-04 201 Other
Czechia 2021-01-04 201 UNK
Czechia 2021-01-11 38 B.1.1.529
Czechia 2021-01-11 38 B.1.617.2
Czechia 2021-01-11 38 Other
Czechia 2021-01-11 38 UNK
Czechia 2021-01-18 61 B.1.1.529
Czechia 2021-01-18 61 B.1.617.2
Czechia 2021-01-18 61 Other
Czechia 2021-01-18 61 UNK
Czechia 2021-01-25 73 B.1.1.529
Czechia 2021-01-25 73 B.1.617.2
Czechia 2021-01-25 73 Other
Czechia 2021-01-25 73 UNK
Czechia 2021-02-01 308 B.1.1.529
Czechia 2021-02-01 308 B.1.617.2
Czechia 2021-02-01 308 Other
Czechia 2021-02-01 308 UNK
Czechia 2021-02-08 366 B.1.1.529
Czechia 2021-02-08 366 B.1.617.2
Czechia 2021-02-08 366 Other
Czechia 2021-02-08 366 UNK
Czechia 2021-02-15 256 B.1.1.529
Czechia 2021-02-15 256 B.1.617.2
