country date number_sequenced variant
Austria 2019-12-30 0 B.1.1.529
Austria 2019-12-30 0 B.1.617.2
Austria 2019-12-30 0 Other
Austria 2019-12-30 0 UNK
Austria 2020-01-06 0 B.1.1.529
Austria 2020-01-06 0 B.1.617.2
Austria 2020-01-06 0 Other
Austria 2020-01-06 0 UNK
Austria 2020-01-13 0 B.1.1.529
Austria 2020-01-13 0 B.1.617.2
Austria 2020-01-13 0 Other
Austria 2020-01-13 0 UNK
Austria 2020-01-20 0 B.1.1.529
Austria 2020-01-20 0 B.1.617.2
Austria 2020-01-20 0 Other
Austria 2020-01-20 0 UNK
Austria 2020-01-27 0 B.1.1.529
Austria 2020-01-27 0 B.1.617.2
Austria 2020-01-27 0 Other
Austria 2020-01-27 0 UNK
Austria 2020-02-03 0 B.1.1.529
Austria 2020-02-03 0 B.1.617.2
Austria 2020-02-03 0 Other
Austria 2020-02-03 0 UNK
Austria 2020-02-10 0 B.1.1.529
Austria 2020-02-10 0 B.1.617.2
Austria 2020-02-10 0 Other
Austria 2020-02-10 0 UNK
Austria 2020-02-17 0 B.1.1.529
Austria 2020-02-17 0 B.1.617.2
Austria 2020-02-17 0 Other
Austria 2020-02-17 0 UNK
Austria 2020-02-24 8 B.1.1.529
Austria 2020-02-24 8 B.1.617.2
Austria 2020-02-24 8 Other
Austria 2020-02-24 8 UNK
Austria 2020-03-02 58 B.1.1.529
Austria 2020-03-02 58 B.1.617.2
Austria 2020-03-02 58 Other
Austria 2020-03-02 58 UNK
Austria 2020-03-09 119 B.1.1.529
Austria 2020-03-09 119 B.1.617.2
Austria 2020-03-09 119 Other
Austria 2020-03-09 119 UNK
Austria 2020-03-16 136 B.1.1.529
Austria 2020-03-16 136 B.1.617.2
Austria 2020-03-16 136 Other
Austria 2020-03-16 136 UNK
Austria 2020-03-23 161 B.1.1.529
Austria 2020-03-23 161 B.1.617.2
Austria 2020-03-23 161 Other
Austria 2020-03-23 161 UNK
Austria 2020-03-30 109 B.1.1.529
Austria 2020-03-30 109 B.1.617.2
Austria 2020-03-30 109 Other
Austria 2020-03-30 109 UNK
Austria 2020-04-06 56 B.1.1.529
Austria 2020-04-06 56 B.1.617.2
Austria 2020-04-06 56 Other
Austria 2020-04-06 56 UNK
Austria 2020-04-13 43 B.1.1.529
Austria 2020-04-13 43 B.1.617.2
Austria 2020-04-13 43 Other
Austria 2020-04-13 43 UNK
Austria 2020-04-20 27 B.1.1.529
Austria 2020-04-20 27 B.1.617.2
Austria 2020-04-20 27 Other
Austria 2020-04-20 27 UNK
Austria 2020-04-27 22 B.1.1.529
Austria 2020-04-27 22 B.1.617.2
Austria 2020-04-27 22 Other
Austria 2020-04-27 22 UNK
Austria 2020-05-04 18 B.1.1.529
Austria 2020-05-04 18 B.1.617.2
Austria 2020-05-04 18 Other
Austria 2020-05-04 18 UNK
Austria 2020-05-11 31 B.1.1.529
Austria 2020-05-11 31 B.1.617.2
Austria 2020-05-11 31 Other
Austria 2020-05-11 31 UNK
Austria 2020-05-18 14 B.1.1.529
Austria 2020-05-18 14 B.1.617.2
Austria 2020-05-18 14 Other
Austria 2020-05-18 14 UNK
Austria 2020-05-25 0 B.1.1.529
Austria 2020-05-25 0 B.1.617.2
Austria 2020-05-25 0 Other
Austria 2020-05-25 0 UNK
Austria 2020-06-01 7 B.1.1.529
Austria 2020-06-01 7 B.1.617.2
Austria 2020-06-01 7 Other
Austria 2020-06-01 7 UNK
Austria 2020-06-08 3 B.1.1.529
Austria 2020-06-08 3 B.1.617.2
Austria 2020-06-08 3 Other
Austria 2020-06-08 3 UNK
Austria 2020-06-15 4 B.1.1.529
Austria 2020-06-15 4 B.1.617.2
Austria 2020-06-15 4 Other
Austria 2020-06-15 4 UNK
Austria 2020-06-22 1 B.1.1.529
Austria 2020-06-22 1 B.1.617.2
Austria 2020-06-22 1 Other
Austria 2020-06-22 1 UNK
Austria 2020-06-29 2 B.1.1.529
Austria 2020-06-29 2 B.1.617.2
Austria 2020-06-29 2 Other
Austria 2020-06-29 2 UNK
Austria 2020-07-06 4 B.1.1.529
Austria 2020-07-06 4 B.1.617.2
Austria 2020-07-06 4 Other
Austria 2020-07-06 4 UNK
Austria 2020-07-13 10 B.1.1.529
Austria 2020-07-13 10 B.1.617.2
Austria 2020-07-13 10 Other
Austria 2020-07-13 10 UNK
Austria 2020-07-20 9 B.1.1.529
Austria 2020-07-20 9 B.1.617.2
Austria 2020-07-20 9 Other
Austria 2020-07-20 9 UNK
Austria 2020-07-27 3 B.1.1.529
Austria 2020-07-27 3 B.1.617.2
Austria 2020-07-27 3 Other
Austria 2020-07-27 3 UNK
Austria 2020-08-03 10 B.1.1.529
Austria 2020-08-03 10 B.1.617.2
Austria 2020-08-03 10 Other
Austria 2020-08-03 10 UNK
Austria 2020-08-10 12 B.1.1.529
Austria 2020-08-10 12 B.1.617.2
Austria 2020-08-10 12 Other
Austria 2020-08-10 12 UNK
Austria 2020-08-17 15 B.1.1.529
Austria 2020-08-17 15 B.1.617.2
Austria 2020-08-17 15 Other
Austria 2020-08-17 15 UNK
Austria 2020-08-24 30 B.1.1.529
Austria 2020-08-24 30 B.1.617.2
Austria 2020-08-24 30 Other
Austria 2020-08-24 30 UNK
Austria 2020-08-31 19 B.1.1.529
Austria 2020-08-31 19 B.1.617.2
Austria 2020-08-31 19 Other
Austria 2020-08-31 19 UNK
Austria 2020-09-07 19 B.1.1.529
Austria 2020-09-07 19 B.1.617.2
Austria 2020-09-07 19 Other
Austria 2020-09-07 19 UNK
Austria 2020-09-14 18 B.1.1.529
Austria 2020-09-14 18 B.1.617.2
Austria 2020-09-14 18 Other
Austria 2020-09-14 18 UNK
Austria 2020-09-21 23 B.1.1.529
Austria 2020-09-21 23 B.1.617.2
Austria 2020-09-21 23 Other
Austria 2020-09-21 23 UNK
Austria 2020-09-28 6 B.1.1.529
Austria 2020-09-28 6 B.1.617.2
Austria 2020-09-28 6 Other
Austria 2020-09-28 6 UNK
Austria 2020-10-05 27 B.1.1.529
Austria 2020-10-05 27 B.1.617.2
Austria 2020-10-05 27 Other
Austria 2020-10-05 27 UNK
Austria 2020-10-12 45 B.1.1.529
Austria 2020-10-12 45 B.1.617.2
Austria 2020-10-12 45 Other
Austria 2020-10-12 45 UNK
Austria 2020-10-19 45 B.1.1.529
Austria 2020-10-19 45 B.1.617.2
Austria 2020-10-19 45 Other
Austria 2020-10-19 45 UNK
Austria 2020-10-26 62 B.1.1.529
Austria 2020-10-26 62 B.1.617.2
Austria 2020-10-26 62 Other
Austria 2020-10-26 62 UNK
Austria 2020-11-02 136 B.1.1.529
Austria 2020-11-02 136 B.1.617.2
Austria 2020-11-02 136 Other
Austria 2020-11-02 136 UNK
Austria 2020-11-09 146 B.1.1.529
Austria 2020-11-09 146 B.1.617.2
Austria 2020-11-09 146 Other
Austria 2020-11-09 146 UNK
Austria 2020-11-16 38 B.1.1.529
Austria 2020-11-16 38 B.1.617.2
Austria 2020-11-16 38 Other
Austria 2020-11-16 38 UNK
Austria 2020-11-23 102 B.1.1.529
Austria 2020-11-23 102 B.1.617.2
Austria 2020-11-23 102 Other
Austria 2020-11-23 102 UNK
Austria 2020-11-30 74 B.1.1.529
Austria 2020-11-30 74 B.1.617.2
Austria 2020-11-30 74 Other
Austria 2020-11-30 74 UNK
Austria 2020-12-07 18 B.1.1.529
Austria 2020-12-07 18 B.1.617.2
Austria 2020-12-07 18 Other
Austria 2020-12-07 18 UNK
Austria 2020-12-14 77 B.1.1.529
Austria 2020-12-14 77 B.1.617.2
Austria 2020-12-14 77 Other
Austria 2020-12-14 77 UNK
Austria 2020-12-21 179 B.1.1.529
Austria 2020-12-21 179 B.1.617.2
Austria 2020-12-21 179 Other
Austria 2020-12-21 179 UNK
Austria 2020-12-28 403 B.1.1.529
Austria 2020-12-28 403 B.1.617.2
Austria 2020-12-28 403 Other
Austria 2020-12-28 403 UNK
Austria 2021-01-04 252 B.1.1.529
Austria 2021-01-04 252 B.1.617.2
Austria 2021-01-04 252 Other
Austria 2021-01-04 252 UNK
Austria 2021-01-11 496 B.1.1.529
Austria 2021-01-11 496 B.1.617.2
Austria 2021-01-11 496 Other
Austria 2021-01-11 496 UNK
Austria 2021-01-18 866 B.1.1.529
Austria 2021-01-18 866 B.1.617.2
Austria 2021-01-18 866 Other
Austria 2021-01-18 866 UNK
Austria 2021-01-25 1565 B.1.1.529
Austria 2021-01-25 1565 B.1.617.2
Austria 2021-01-25 1565 Other
Austria 2021-01-25 1565 UNK
Austria 2021-02-01 975 B.1.1.529
Austria 2021-02-01 975 B.1.617.2
Austria 2021-02-01 975 Other
Austria 2021-02-01 975 UNK
Austria 2021-02-08 734 B.1.1.529
Austria 2021-02-08 734 B.1.617.2
Austria 2021-02-08 734 Other
Austria 2021-02-08 734 UNK
Austria 2021-02-15 585 B.1.1.529
Austria 2021-02-15 585 B.1.617.2
Austria 2021-02-15 585 Other
Austria 2021-02-15 585 UNK
Austria 2021-02-22 430 B.1.1.529
Austria 2021-02-22 430 B.1.617.2
Austria 2021-02-22 430 Other
Austria 2021-02-22 430 UNK
Austria 2021-03-01 812 B.1.1.529
Austria 2021-03-01 812 B.1.617.2
Austria 2021-03-01 812 Other
Austria 2021-03-01 812 UNK
Austria 2021-03-08 1556 B.1.1.529
Austria 2021-03-08 1556 B.1.617.2
Austria 2021-03-08 1556 Other
Austria 2021-03-08 1556 UNK
Austria 2021-03-15 1668 B.1.1.529
Austria 2021-03-15 1668 B.1.617.2
Austria 2021-03-15 1668 Other
Austria 2021-03-15 1668 UNK
Austria 2021-03-22 2116 B.1.1.529
Austria 2021-03-22 2116 B.1.617.2
Austria 2021-03-22 2116 Other
Austria 2021-03-22 2116 UNK
Austria 2021-03-29 1406 B.1.1.529
Austria 2021-03-29 1406 B.1.617.2
Austria 2021-03-29 1406 Other
Austria 2021-03-29 1406 UNK
Austria 2021-04-05 1108 B.1.1.529
Austria 2021-04-05 1108 B.1.617.2
Austria 2021-04-05 1108 Other
Austria 2021-04-05 1108 UNK
Austria 2021-04-12 2674 B.1.1.529
Austria 2021-04-12 2674 B.1.617.2
Austria 2021-04-12 2674 Other
Austria 2021-04-12 2674 UNK
Austria 2021-04-19 3410 B.1.1.529
Austria 2021-04-19 3410 B.1.617.2
Austria 2021-04-19 3410 Other
Austria 2021-04-19 3410 UNK
Austria 2021-04-26 1795 B.1.1.529
Austria 2021-04-26 1795 B.1.617.2
Austria 2021-04-26 1795 Other
Austria 2021-04-26 1795 UNK
Austria 2021-05-03 1652 B.1.1.529
Austria 2021-05-03 1652 B.1.617.2
Austria 2021-05-03 1652 Other
Austria 2021-05-03 1652 UNK
Austria 2021-05-10 2104 B.1.1.529
Austria 2021-05-10 2104 B.1.617.2
Austria 2021-05-10 2104 Other
Austria 2021-05-10 2104 UNK
Austria 2021-05-17 1335 B.1.1.529
Austria 2021-05-17 1335 B.1.617.2
Austria 2021-05-17 1335 Other
Austria 2021-05-17 1335 UNK
Austria 2021-05-24 643 B.1.1.529
Austria 2021-05-24 643 B.1.617.2
Austria 2021-05-24 643 Other
Austria 2021-05-24 643 UNK
Austria 2021-05-31 511 B.1.1.529
Austria 2021-05-31 511 B.1.617.2
Austria 2021-05-31 511 Other
Austria 2021-05-31 511 UNK
Austria 2021-06-07 1000 B.1.1.529
Austria 2021-06-07 1000 B.1.617.2
Austria 2021-06-07 1000 Other
Austria 2021-06-07 1000 UNK
Austria 2021-06-14 827 B.1.1.529
Austria 2021-06-14 827 B.1.617.2
Austria 2021-06-14 827 Other
Austria 2021-06-14 827 UNK
Austria 2021-06-21 463 B.1.1.529
Austria 2021-06-21 463 B.1.617.2
Austria 2021-06-21 463 Other
Austria 2021-06-21 463 UNK
Austria 2021-06-28 619 B.1.1.529
Austria 2021-06-28 619 B.1.617.2
Austria 2021-06-28 619 Other
Austria 2021-06-28 619 UNK
Austria 2021-07-05 613 B.1.1.529
Austria 2021-07-05 613 B.1.617.2
Austria 2021-07-05 613 Other
Austria 2021-07-05 613 UNK
Austria 2021-07-12 1088 B.1.1.529
Austria 2021-07-12 1088 B.1.617.2
Austria 2021-07-12 1088 Other
Austria 2021-07-12 1088 UNK
Austria 2021-07-19 1345 B.1.1.529
Austria 2021-07-19 1345 B.1.617.2
Austria 2021-07-19 1345 Other
Austria 2021-07-19 1345 UNK
Austria 2021-07-26 1395 B.1.1.529
Austria 2021-07-26 1395 B.1.617.2
Austria 2021-07-26 1395 Other
Austria 2021-07-26 1395 UNK
Austria 2021-08-02 1557 B.1.1.529
Austria 2021-08-02 1557 B.1.617.2
Austria 2021-08-02 1557 Other
Austria 2021-08-02 1557 UNK
Austria 2021-08-09 1969 B.1.1.529
Austria 2021-08-09 1969 B.1.617.2
Austria 2021-08-09 1969 Other
Austria 2021-08-09 1969 UNK
Austria 2021-08-16 1264 B.1.1.529
Austria 2021-08-16 1264 B.1.617.2
Austria 2021-08-16 1264 Other
Austria 2021-08-16 1264 UNK
Austria 2021-08-23 2850 B.1.1.529
Austria 2021-08-23 2850 B.1.617.2
Austria 2021-08-23 2850 Other
Austria 2021-08-23 2850 UNK
Austria 2021-08-30 2011 B.1.1.529
Austria 2021-08-30 2011 B.1.617.2
Austria 2021-08-30 2011 Other
Austria 2021-08-30 2011 UNK
Austria 2021-09-06 1618 B.1.1.529
Austria 2021-09-06 1618 B.1.617.2
Austria 2021-09-06 1618 Other
Austria 2021-09-06 1618 UNK
Austria 2021-09-13 1226 B.1.1.529
Austria 2021-09-13 1226 B.1.617.2
Austria 2021-09-13 1226 Other
Austria 2021-09-13 1226 UNK
Austria 2021-09-20 848 B.1.1.529
Austria 2021-09-20 848 B.1.617.2
Austria 2021-09-20 848 Other
Austria 2021-09-20 848 UNK
Austria 2021-09-27 1706 B.1.1.529
Austria 2021-09-27 1706 B.1.617.2
Austria 2021-09-27 1706 Other
Austria 2021-09-27 1706 UNK
Austria 2021-10-04 1113 B.1.1.529
Austria 2021-10-04 1113 B.1.617.2
Austria 2021-10-04 1113 Other
Austria 2021-10-04 1113 UNK
Austria 2021-10-11 1600 B.1.1.529
Austria 2021-10-11 1600 B.1.617.2
Austria 2021-10-11 1600 Other
Austria 2021-10-11 1600 UNK
Austria 2021-10-18 2233 B.1.1.529
Austria 2021-10-18 2233 B.1.617.2
Austria 2021-10-18 2233 Other
Austria 2021-10-18 2233 UNK
Austria 2021-10-25 1121 B.1.1.529
Austria 2021-10-25 1121 B.1.617.2
Austria 2021-10-25 1121 Other
Austria 2021-10-25 1121 UNK
Austria 2021-11-01 688 B.1.1.529
Austria 2021-11-01 688 B.1.617.2
Austria 2021-11-01 688 Other
Austria 2021-11-01 688 UNK
Austria 2021-11-08 972 B.1.1.529
Austria 2021-11-08 972 B.1.617.2
Austria 2021-11-08 972 Other
Austria 2021-11-08 972 UNK
Austria 2021-11-15 1046 B.1.1.529
Austria 2021-11-15 1046 B.1.617.2
Austria 2021-11-15 1046 Other
Austria 2021-11-15 1046 UNK
Austria 2021-11-22 665 B.1.1.529
Austria 2021-11-22 665 B.1.617.2
Austria 2021-11-22 665 Other
Austria 2021-11-22 665 UNK
Austria 2021-11-29 1458 B.1.1.529
Austria 2021-11-29 1458 B.1.617.2
Austria 2021-11-29 1458 Other
Austria 2021-11-29 1458 UNK
Austria 2021-12-06 892 B.1.1.529
Austria 2021-12-06 892 B.1.617.2
Austria 2021-12-06 892 Other
Austria 2021-12-06 892 UNK
Austria 2021-12-13 476 B.1.1.529
Austria 2021-12-13 476 B.1.617.2
Austria 2021-12-13 476 Other
Austria 2021-12-13 476 UNK
Austria 2021-12-20 833 B.1.1.529
Austria 2021-12-20 833 B.1.617.2
Austria 2021-12-20 833 Other
Austria 2021-12-20 833 UNK
Austria 2021-12-27 1648 B.1.1.529
Austria 2021-12-27 1648 B.1.617.2
Austria 2021-12-27 1648 Other
Austria 2021-12-27 1648 UNK
Austria 2022-01-03 2856 B.1.1.529
Austria 2022-01-03 2856 B.1.617.2
Austria 2022-01-03 2856 Other
Austria 2022-01-03 2856 UNK
Austria 2022-01-10 2591 B.1.1.529
Austria 2022-01-10 2591 B.1.617.2
Austria 2022-01-10 2591 Other
Austria 2022-01-10 2591 UNK
Austria 2022-01-17 1668 B.1.1.529
Austria 2022-01-17 1668 B.1.617.2
Austria 2022-01-17 1668 Other
Austria 2022-01-17 1668 UNK
Austria 2022-01-24 1631 B.1.1.529
Austria 2022-01-24 1631 B.1.617.2
Austria 2022-01-24 1631 Other
Austria 2022-01-24 1631 UNK
Austria 2022-01-31 1867 B.1.1.529
Austria 2022-01-31 1867 B.1.617.2
Austria 2022-01-31 1867 Other
Austria 2022-01-31 1867 UNK
Austria 2022-02-07 2643 B.1.1.529
Austria 2022-02-07 2643 B.1.617.2
Austria 2022-02-07 2643 Other
Austria 2022-02-07 2643 UNK
Austria 2022-02-14 2079 B.1.1.529
Austria 2022-02-14 2079 B.1.617.2
Austria 2022-02-14 2079 Other
Austria 2022-02-14 2079 UNK
Austria 2022-02-21 2450 B.1.1.529
Austria 2022-02-21 2450 B.1.617.2
Austria 2022-02-21 2450 Other
Austria 2022-02-21 2450 UNK
Austria 2022-02-28 2086 B.1.1.529
Austria 2022-02-28 2086 B.1.617.2
Austria 2022-02-28 2086 Other
Austria 2022-02-28 2086 UNK
Austria 2022-03-07 2002 B.1.1.529
Austria 2022-03-07 2002 B.1.617.2
Austria 2022-03-07 2002 Other
Austria 2022-03-07 2002 UNK
Austria 2022-03-14 2060 B.1.1.529
Austria 2022-03-14 2060 B.1.617.2
Austria 2022-03-14 2060 Other
Austria 2022-03-14 2060 UNK
Austria 2022-03-21 963 B.1.1.529
Austria 2022-03-21 963 B.1.617.2
Austria 2022-03-21 963 Other
Austria 2022-03-21 963 UNK
Austria 2020-12-28 133 B.1.1.7
Austria 2020-12-28 133 B.1.617.2
Austria 2020-12-28 133 Other
Austria 2021-01-04 269 B.1.1.7
Austria 2021-01-04 269 B.1.351
Austria 2021-01-04 269 B.1.617.2
Austria 2021-01-04 269 Other
Austria 2021-01-11 823 B.1.1.7
Austria 2021-01-11 823 B.1.351
Austria 2021-01-11 823 B.1.617.2
Austria 2021-01-11 823 Other
Austria 2021-01-18 1038 B.1.1.7
Austria 2021-01-18 1038 B.1.351
Austria 2021-01-18 1038 B.1.617.2
Austria 2021-01-18 1038 Other
Austria 2021-01-25 1698 B.1.1.7
Austria 2021-01-25 1698 B.1.351
Austria 2021-01-25 1698 B.1.525
Austria 2021-01-25 1698 B.1.617.2
Austria 2021-01-25 1698 Other
Austria 2021-02-01 2782 B.1.1.7
Austria 2021-02-01 2782 B.1.351
Austria 2021-02-01 2782 B.1.525
Austria 2021-02-01 2782 B.1.617.2
Austria 2021-02-01 2782 Other
Austria 2021-02-08 3880 B.1.1.7
Austria 2021-02-08 3880 B.1.351
Austria 2021-02-08 3880 B.1.525
Austria 2021-02-08 3880 B.1.617.2
Austria 2021-02-08 3880 Other
Austria 2021-02-15 6316 B.1.1.7
Austria 2021-02-15 6316 B.1.351
Austria 2021-02-15 6316 B.1.525
Austria 2021-02-15 6316 B.1.617.2
Austria 2021-02-15 6316 Other
Austria 2021-02-22 8555 B.1.1.7
Austria 2021-02-22 8555 B.1.351
Austria 2021-02-22 8555 B.1.525
Austria 2021-02-22 8555 B.1.617.2
Austria 2021-02-22 8555 Other
Austria 2021-03-01 10529 B.1.1.7
Austria 2021-03-01 10529 B.1.1.7+E484K
Austria 2021-03-01 10529 B.1.351
Austria 2021-03-01 10529 B.1.525
Austria 2021-03-01 10529 B.1.617.2
Austria 2021-03-01 10529 Other
Austria 2021-03-08 12639 B.1.1.7
Austria 2021-03-08 12639 B.1.1.7+E484K
Austria 2021-03-08 12639 B.1.351
Austria 2021-03-08 12639 B.1.525
Austria 2021-03-08 12639 B.1.617.2
Austria 2021-03-08 12639 Other
Austria 2021-03-08 12639 P.1
Austria 2021-03-15 14414 B.1.1.7
Austria 2021-03-15 14414 B.1.1.7+E484K
Austria 2021-03-15 14414 B.1.351
Austria 2021-03-15 14414 B.1.525
Austria 2021-03-15 14414 B.1.617.2
Austria 2021-03-15 14414 Other
Austria 2021-03-15 14414 P.1
Austria 2021-03-22 15499 B.1.1.7
Austria 2021-03-22 15499 B.1.1.7+E484K
Austria 2021-03-22 15499 B.1.351
Austria 2021-03-22 15499 B.1.525
Austria 2021-03-22 15499 B.1.617.2
Austria 2021-03-22 15499 Other
Austria 2021-03-22 15499 P.1
Austria 2021-03-29 14411 B.1.1.7
Austria 2021-03-29 14411 B.1.1.7+E484K
Austria 2021-03-29 14411 B.1.351
Austria 2021-03-29 14411 B.1.525
Austria 2021-03-29 14411 B.1.617.2
Austria 2021-03-29 14411 Other
Austria 2021-04-05 12123 B.1.1.7
Austria 2021-04-05 12123 B.1.1.7+E484K
Austria 2021-04-05 12123 B.1.351
Austria 2021-04-05 12123 B.1.525
Austria 2021-04-05 12123 B.1.617.1
Austria 2021-04-05 12123 B.1.617.2
Austria 2021-04-05 12123 Other
Austria 2021-04-05 12123 P.1
Austria 2021-04-12 12042 B.1.1.7
Austria 2021-04-12 12042 B.1.1.7+E484K
Austria 2021-04-12 12042 B.1.351
Austria 2021-04-12 12042 B.1.525
Austria 2021-04-12 12042 B.1.617.1
Austria 2021-04-12 12042 B.1.617.2
Austria 2021-04-12 12042 Other
Austria 2021-04-12 12042 P.1
Austria 2021-04-19 11339 B.1.1.7
Austria 2021-04-19 11339 B.1.1.7+E484K
Austria 2021-04-19 11339 B.1.351
Austria 2021-04-19 11339 B.1.525
Austria 2021-04-19 11339 B.1.617.1
Austria 2021-04-19 11339 B.1.617.2
Austria 2021-04-19 11339 Other
Austria 2021-04-19 11339 P.1
Austria 2021-04-26 9480 B.1.1.7
Austria 2021-04-26 9480 B.1.1.7+E484K
Austria 2021-04-26 9480 B.1.351
Austria 2021-04-26 9480 B.1.525
Austria 2021-04-26 9480 B.1.617.1
Austria 2021-04-26 9480 B.1.617.2
Austria 2021-04-26 9480 B.1.621
Austria 2021-04-26 9480 Other
Austria 2021-04-26 9480 P.1
Austria 2021-05-03 6566 B.1.1.7
Austria 2021-05-03 6566 B.1.1.7+E484K
Austria 2021-05-03 6566 B.1.351
Austria 2021-05-03 6566 B.1.617.1
Austria 2021-05-03 6566 B.1.617.2
Austria 2021-05-03 6566 B.1.621
Austria 2021-05-03 6566 Other
Austria 2021-05-03 6566 P.1
Austria 2021-05-10 4211 B.1.1.7
Austria 2021-05-10 4211 B.1.1.7+E484K
Austria 2021-05-10 4211 B.1.617.2
Austria 2021-05-10 4211 B.1.621
Austria 2021-05-10 4211 Other
Austria 2021-05-10 4211 P.1
Austria 2021-05-17 2934 B.1.1.7
Austria 2021-05-17 2934 B.1.1.7+E484K
Austria 2021-05-17 2934 B.1.351
Austria 2021-05-17 2934 B.1.617.1
Austria 2021-05-17 2934 B.1.617.2
Austria 2021-05-17 2934 B.1.621
Austria 2021-05-17 2934 Other
Austria 2021-05-17 2934 P.1
Austria 2021-05-24 2119 B.1.1.7
Austria 2021-05-24 2119 B.1.1.7+E484K
Austria 2021-05-24 2119 B.1.351
Austria 2021-05-24 2119 B.1.617.2
Austria 2021-05-24 2119 B.1.621
Austria 2021-05-24 2119 Other
Austria 2021-05-24 2119 P.1
Austria 2021-05-31 1778 B.1.1.7
Austria 2021-05-31 1778 B.1.1.7+E484K
Austria 2021-05-31 1778 B.1.351
Austria 2021-05-31 1778 B.1.617.2
Austria 2021-05-31 1778 B.1.621
Austria 2021-05-31 1778 Other
Austria 2021-05-31 1778 P.1
Austria 2021-06-07 1289 B.1.1.7
Austria 2021-06-07 1289 B.1.1.7+E484K
Austria 2021-06-07 1289 B.1.617.2
Austria 2021-06-07 1289 B.1.621
Austria 2021-06-07 1289 Other
Austria 2021-06-07 1289 P.1
Austria 2021-06-14 756 B.1.1.7
Austria 2021-06-14 756 B.1.1.7+E484K
Austria 2021-06-14 756 B.1.617.2
Austria 2021-06-14 756 B.1.621
Austria 2021-06-14 756 Other
Austria 2021-06-21 477 B.1.1.7
Austria 2021-06-21 477 B.1.617.2
Austria 2021-06-21 477 B.1.621
Austria 2021-06-21 477 Other
Austria 2021-06-21 477 P.1
Austria 2021-06-28 470 B.1.1.7
Austria 2021-06-28 470 B.1.1.7+E484K
Austria 2021-06-28 470 B.1.525
Austria 2021-06-28 470 B.1.617.2
Austria 2021-06-28 470 B.1.621
Austria 2021-06-28 470 Other
Austria 2021-06-28 470 P.1
Austria 2021-07-05 840 B.1.1.7
Austria 2021-07-05 840 B.1.1.7+E484K
Austria 2021-07-05 840 B.1.525
Austria 2021-07-05 840 B.1.617.2
Austria 2021-07-05 840 B.1.621
Austria 2021-07-05 840 Other
Austria 2021-07-05 840 P.1
Austria 2021-07-12 1766 B.1.1.7
Austria 2021-07-12 1766 B.1.1.7+E484K
Austria 2021-07-12 1766 B.1.351
Austria 2021-07-12 1766 B.1.617.2
Austria 2021-07-12 1766 Other
Austria 2021-07-12 1766 P.1
Austria 2021-07-19 2015 B.1.1.7
Austria 2021-07-19 2015 B.1.617.2
Austria 2021-07-19 2015 Other
Austria 2021-07-19 2015 P.1
Austria 2021-07-26 2537 B.1.1.7
Austria 2021-07-26 2537 B.1.1.7+E484K
Austria 2021-07-26 2537 B.1.617.1
Austria 2021-07-26 2537 B.1.617.2
Austria 2021-07-26 2537 B.1.621
Austria 2021-07-26 2537 Other
Austria 2021-07-26 2537 P.1
Austria 2021-08-02 2789 B.1.1.7
Austria 2021-08-02 2789 B.1.1.7+E484K
Austria 2021-08-02 2789 B.1.617.2
Austria 2021-08-02 2789 Other
Austria 2021-08-02 2789 P.1
Austria 2021-08-09 4505 B.1.1.7
Austria 2021-08-09 4505 B.1.1.7+E484K
Austria 2021-08-09 4505 B.1.351
Austria 2021-08-09 4505 B.1.617.2
Austria 2021-08-09 4505 Other
Austria 2021-08-09 4505 P.1
Austria 2021-08-16 5902 B.1.1.7
Austria 2021-08-16 5902 B.1.617.2
Austria 2021-08-16 5902 Other
Austria 2021-08-23 6992 B.1.1.7
Austria 2021-08-23 6992 B.1.1.7+E484K
Austria 2021-08-23 6992 B.1.617.2
Austria 2021-08-23 6992 B.1.621
Austria 2021-08-23 6992 Other
Austria 2021-08-30 8419 B.1.1.7
Austria 2021-08-30 8419 B.1.1.7+E484K
Austria 2021-08-30 8419 B.1.351
Austria 2021-08-30 8419 B.1.617.2
Austria 2021-08-30 8419 Other
Austria 2021-08-30 8419 P.1
Austria 2021-09-06 9977 B.1.1.7
Austria 2021-09-06 9977 B.1.617.2
Austria 2021-09-06 9977 Other
Austria 2021-09-06 9977 P.1
Austria 2021-09-13 8850 B.1.1.7
Austria 2021-09-13 8850 B.1.525
Austria 2021-09-13 8850 B.1.617.2
Austria 2021-09-13 8850 Other
Austria 2021-09-20 7705 B.1.617.2
Austria 2021-09-20 7705 Other
Austria 2021-09-27 7775 B.1.1.7
Austria 2021-09-27 7775 B.1.617.2
Austria 2021-09-27 7775 Other
Austria 2021-10-04 7574 B.1.1.7
Austria 2021-10-04 7574 B.1.617.2
Austria 2021-10-04 7574 Other
Austria 2021-10-11 9148 B.1.1.7
Austria 2021-10-11 9148 B.1.617.2
Austria 2021-10-11 9148 Other
Austria 2021-10-18 14262 B.1.617.2
Austria 2021-10-18 14262 Other
Austria 2021-10-25 20785 B.1.1.7
Austria 2021-10-25 20785 B.1.617.2
Austria 2021-11-01 23439 B.1.1.529
Austria 2021-11-01 23439 B.1.1.7
Austria 2021-11-01 23439 B.1.617.2
Austria 2021-11-01 23439 Other
Austria 2021-11-08 26862 B.1.1.7
Austria 2021-11-08 26862 B.1.617.2
Austria 2021-11-08 26862 Other
Austria 2021-11-08 26862 SGTF
Austria 2021-11-15 12566 B.1.1.529
